time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:28:47:1050,4.5174,12.6045,2.3864,13.601
17:28:47:1150,3.1770,12.5966,4.3112,13.688
17:28:47:1240,1.7340,12.5741,6.3367,14.187
17:28:47:1400,-0.8348,12.8834,3.5682,13.394
17:28:47:1429,-1.6369,13.1073,2.5169,13.447
17:28:47:1550,-3.6370,13.8091,1.2416,14.334
17:28:47:1640,-3.9153,14.2878,0.1667,14.816
17:28:47:1810,0.0278,13.7221,-0.8390,13.748
17:28:47:1850,1.2368,13.3235,-0.1186,13.381
17:28:47:1990,3.9214,11.6045,3.1419,12.646
17:28:47:2120,4.5307,10.6993,3.3345,12.088
17:28:47:2150,5.0134,10.1854,2.9800,11.737
17:28:47:2230,5.8359,9.8231,4.3008,12.209
17:28:47:2350,7.2750,9.1535,2.7243,12.006
17:28:47:2430,7.3962,7.3355,-4.5498,11.367
17:28:47:2550,6.8794,4.6265,-9.7778,12.819
17:28:47:2630,7.7411,4.3953,-5.6852,10.562
17:28:47:2750,8.0429,4.3059,2.1222,9.367
17:28:47:2829,4.8076,2.2252,11.1424,12.338
17:28:47:3030,4.7808,2.2199,11.2037,12.382
17:28:47:3060,-10.2667,-5.2725,6.2179,13.110
17:28:47:3160,-24.7580,-9.9241,7.0566,27.591
17:28:47:3270,-35.5300,-21.1079,3.5722,41.481
17:28:47:3410,-20.9107,-29.6857,-3.3198,36.463
17:28:47:3430,-17.8548,-27.9893,-2.7196,33.311
17:28:47:3530,-14.6158,-43.5850,-0.2261,45.971
17:28:47:3640,3.6874,-42.3260,-4.7359,42.749
17:28:47:3810,-3.0634,-23.3656,-3.2748,23.792
17:28:47:3830,-4.7214,-20.9400,-2.3358,21.592
17:28:47:3970,-8.1411,-13.1008,1.1418,15.467
17:28:47:4050,-7.2014,-8.7618,2.2892,11.570
17:28:47:4160,-3.5385,-5.1502,1.6632,6.466
17:28:47:4240,-0.6271,-2.3865,0.2471,2.480
17:28:47:4450,2.6252,0.8539,-1.2724,3.040
17:28:47:4460,5.1890,4.7772,-1.3701,7.185
17:28:47:4560,4.8012,7.9503,-1.7557,9.452
17:28:47:4640,3.9559,9.7210,-1.2335,10.567
17:28:47:4750,3.5969,10.3553,-0.5049,10.974
17:28:47:4850,3.0317,10.4109,0.6696,10.864
17:28:47:5000,2.7549,10.1216,-0.8704,10.526
17:28:47:5090,2.6273,10.1360,-1.2708,10.548
17:28:47:5140,2.3593,10.3272,-0.9461,10.635
17:28:47:5240,2.2979,10.4673,0.4190,10.725
17:28:47:5400,2.8151,10.3860,1.0074,10.808
17:28:47:5430,3.0257,10.3649,1.0325,10.847
17:28:47:5540,3.2169,10.4615,0.7154,10.968
17:28:47:5679,2.9636,10.2971,1.8872,10.880
17:28:47:5810,1.9763,10.1404,3.5522,10.925
17:28:47:5850,1.7225,10.1661,3.6862,10.950
17:28:47:5980,1.1957,10.1942,3.9073,10.983
17:28:47:6040,0.7440,10.2712,3.8211,10.984
17:28:47:6150,1.1880,10.4939,1.2763,10.638
17:28:47:6230,0.5573,10.8035,0.1791,10.819
17:28:47:6350,-2.2581,10.8962,1.8305,11.277
17:28:47:6440,-4.1245,10.7642,2.9236,11.892
17:28:47:6570,-6.0829,9.8860,2.7485,11.929
17:28:47:6640,-7.3741,9.3816,0.9347,11.969
17:28:47:6740,-8.2137,8.6142,0.5753,11.916
17:28:47:6840,-5.5535,7.3579,2.1649,9.469
17:28:47:7120,-1.0288,6.6474,5.7811,8.869
17:28:47:7150,-0.9712,6.0500,6.4451,8.893
17:28:47:7160,-2.2171,0.9568,6.4775,6.913
17:28:47:7240,-15.7450,-52.1427,7.1827,54.940
17:28:47:7400,4.5397,-67.8655,-2.4333,68.061
17:28:47:7510,0.8277,-68.6878,-0.1229,68.693
17:28:47:7540,-2.1915,-53.3560,3.6343,53.524
17:28:47:7630,5.3718,-22.8396,1.8152,23.533
17:28:47:7820,-2.9121,-1.0823,-8.3904,8.947
17:28:47:7840,-4.5858,0.4836,-9.4044,10.474
17:28:47:7950,-8.7624,5.4318,-8.3273,13.252
17:28:47:8050,-9.2201,9.1989,-2.5127,13.264
17:28:47:8159,-6.1032,12.1172,3.1622,13.931
17:28:47:8250,-3.2450,13.2671,2.8276,13.948
17:28:47:8340,-0.6426,13.8795,2.5836,14.132
17:28:47:8450,3.2756,13.3041,1.3330,13.766
17:28:47:8560,4.8838,12.1737,1.2450,13.176
17:28:47:8640,5.0496,11.6521,2.3374,12.913
17:28:47:8740,4.8495,11.5209,4.2708,13.209
17:28:47:8850,5.0690,11.8418,5.3750,13.958
17:28:47:9040,4.0602,12.6117,3.2674,13.646
17:28:47:9060,3.5724,12.6151,2.9774,13.445
17:28:47:9140,1.5911,12.8044,3.4220,13.349
17:28:47:9240,0.5362,13.1397,2.5269,13.391
17:28:47:9420,-1.6841,14.8302,-0.6200,14.938
17:28:47:9440,-1.2911,15.0745,-0.7058,15.146
17:28:47:9560,1.4201,15.3735,0.9708,15.469
17:28:47:9640,4.7410,14.3505,2.3225,15.291
17:28:47:9810,7.3136,10.4012,4.0232,13.336
17:28:47:9840,7.6888,9.5963,4.2847,13.022
17:28:47:9940,8.1419,7.9712,3.2658,11.853
17:28:48:0060,6.4860,6.1904,-2.5436,9.320
17:28:48:0150,3.3572,2.4381,-11.3540,12.088
17:28:48:0240,2.1751,-0.4764,-12.3586,12.558
17:28:48:0340,1.9320,-3.4121,-8.6449,9.493
17:28:48:0480,2.9267,-3.7552,2.6931,5.470
17:28:48:0620,1.5452,-3.9227,20.4356,20.866
17:28:48:0640,-3.3429,-6.8652,15.0437,16.871
17:28:48:0740,-20.3294,-13.8307,-4.2110,24.946
17:28:48:0840,-31.8250,-22.0067,-10.0069,39.966
17:28:48:1050,-13.2937,-20.7592,-3.0376,24.837
17:28:48:1070,-8.8405,-19.5607,-1.4042,21.512
17:28:48:1170,-2.2170,-18.4773,2.6527,18.798
17:28:48:1230,-5.2241,-19.5753,1.5484,20.319
17:28:48:1409,-12.7665,-39.8412,-0.6616,41.842
17:28:48:1450,-12.5468,-39.9380,-2.1742,41.919
17:28:48:1540,-9.9042,-27.4072,-3.7962,29.388
17:28:48:1690,-5.7507,-13.5224,-2.0947,14.843
17:28:48:1820,0.1555,-1.7062,0.4247,1.765
17:28:48:1830,0.7754,-0.4424,0.5926,1.072
17:28:48:1980,4.7809,3.4430,1.0001,5.976
17:28:48:2180,7.1654,6.5224,2.4770,10.001
17:28:48:2200,8.4259,8.7490,-0.1010,12.147
17:28:48:2240,8.5828,9.5723,-2.0795,13.024
17:28:48:2450,7.1207,9.9526,-2.5434,12.499
17:28:48:2460,5.2765,9.9252,-2.9911,11.632
17:28:48:2560,3.2172,9.8017,-3.3663,10.852
17:28:48:2640,1.8853,9.6429,-3.5584,10.450
17:28:48:2740,1.1066,9.5307,-3.7926,10.317
17:28:48:2839,0.9863,9.5535,-2.9836,10.057
17:28:48:3040,-0.5756,9.3527,1.0133,9.425
17:28:48:3060,-1.0334,9.5456,2.0557,9.819
17:28:48:3190,-1.3014,10.1759,4.1439,11.064
17:28:48:3310,-1.3012,10.4483,5.2326,11.758
17:28:48:3410,0.4250,10.6041,3.6987,11.239
17:28:48:3430,0.8197,10.6458,3.2318,11.156
17:28:48:3540,1.4402,10.6995,2.9879,11.202
17:28:48:3640,1.3439,10.5174,4.4845,11.512
17:28:48:3820,0.9082,10.3179,6.0808,12.011
17:28:48:3840,0.7497,10.3087,6.1351,12.020
17:28:48:3950,0.1166,10.2745,5.2806,11.553
17:28:48:4040,-0.6794,10.2408,3.4712,10.834
17:28:48:4150,-2.9402,10.4024,1.4016,10.900
17:28:48:4240,-4.4990,10.2393,0.1250,11.185
17:28:48:4340,-6.1706,9.2961,-0.3293,11.163
17:28:48:4440,-6.1462,7.6621,-0.5653,9.839
17:28:48:4550,-3.0527,7.3650,3.3873,8.662
17:28:48:4690,-4.1167,6.6957,5.7703,9.751
17:28:48:4750,-11.0999,-11.2064,5.2467,16.623
17:28:48:4940,-28.3755,-55.5224,10.7413,63.272
17:28:48:5060,19.4576,-49.1913,-16.0413,55.278
17:28:48:5080,24.8698,-47.6591,-10.1196,54.702
17:28:48:5140,2.5079,-44.5292,12.4199,46.297
17:28:48:5270,-9.4587,-39.7239,19.2820,45.158
17:28:48:5430,-0.3438,-8.9807,-7.6787,11.821
17:28:48:5440,-1.7326,-5.6146,-11.8503,13.227
17:28:48:5550,-6.0768,2.0254,-12.9103,14.412
17:28:48:5649,-5.0215,6.6595,-6.0988,10.332
17:28:48:5800,-0.6367,11.8304,-1.4322,11.934
17:28:48:5840,-0.0811,12.5795,-1.3827,12.656
17:28:48:5940,2.3270,14.1980,-1.4071,14.456
17:28:48:6050,3.9705,14.2973,-1.4618,14.910
17:28:48:6150,5.0406,14.0385,1.2271,14.966
17:28:48:6240,4.8105,13.7153,2.0808,14.683
17:28:48:6340,4.4883,13.2927,3.4475,14.447
17:28:48:6440,4.7144,13.0804,5.5092,14.956
17:28:48:6560,3.6390,12.9184,5.8663,14.647
17:28:48:6630,2.3767,12.9320,4.7769,13.989
17:28:48:6730,0.3423,13.2295,3.5230,13.695
17:28:48:6830,-1.0141,13.5566,2.6264,13.846
17:28:48:7000,-2.5964,13.8507,-0.5737,14.104
17:28:48:7030,-1.9542,13.5189,-1.0798,13.702
17:28:48:7140,-0.3143,12.4798,-1.3635,12.558
17:28:48:7230,1.2300,11.4427,0.3344,11.513
17:28:48:7410,2.9233,9.1941,1.3631,9.743
17:28:48:7430,3.0539,8.7043,1.7549,9.390
17:28:48:7550,3.7616,7.9002,3.0555,9.268
17:28:48:7630,6.8124,7.2967,3.5062,10.580
17:28:48:7820,15.9167,4.5990,-7.2752,18.095
17:28:48:7830,16.9673,3.6759,-9.5983,19.838
17:28:48:7930,15.6228,0.9776,-9.7252,18.428
17:28:48:8030,8.4307,0.2982,2.1415,8.704
17:28:48:8139,-1.4547,-1.3569,16.4845,16.604
17:28:48:8240,-9.4408,-3.7606,9.3743,13.826
17:28:48:8330,-23.0844,-7.8249,4.8310,24.849
17:28:48:8430,-35.2242,-16.0532,3.6680,38.883
17:28:48:8570,-39.7079,-31.9549,-13.1246,52.632
17:28:48:8630,-28.2519,-36.2210,-10.1035,47.034
17:28:48:8730,-8.3795,-29.8351,-3.8316,31.225
17:28:48:8830,4.7640,-21.7039,-4.7886,22.731
17:28:48:9000,-1.2547,-20.0743,-3.6382,20.440
17:28:48:9030,-5.5364,-22.0205,-2.6134,22.856
17:28:48:9130,-13.1036,-24.4368,2.1562,27.812
17:28:48:9230,-11.9478,-19.7213,2.0458,23.149
17:28:48:9400,-4.1143,-10.7512,1.9349,11.673
17:28:48:9430,-3.3927,-8.8190,1.7661,9.613
17:28:48:9540,-0.8715,-4.0300,1.0924,4.265
17:28:48:9640,-0.3371,0.6707,-0.0729,0.754
17:28:48:9810,1.0091,8.0731,-2.5399,8.523
17:28:48:9830,1.6191,8.9336,-2.9371,9.542
17:28:48:9940,3.6390,11.1287,-2.3660,11.945
17:28:49:0050,4.9203,11.9455,-1.0794,12.964
17:28:49:0150,5.0072,11.6446,0.0177,12.675
17:28:49:0240,4.5991,11.0700,0.7122,12.009
17:28:49:0340,3.5981,10.3609,0.9258,11.007
17:28:49:0429,3.1116,10.0176,0.4961,10.501
17:28:49:0560,3.9209,10.0100,-0.2133,10.753
17:28:49:0640,4.2417,9.9271,-0.6827,10.817
17:28:49:0750,4.0916,9.7770,-0.9427,10.640
17:28:49:0840,3.3065,9.8061,-1.2375,10.422
17:28:49:1040,0.7556,9.9959,2.7354,10.391
17:28:49:1060,0.5595,10.0060,2.8370,10.415
17:28:49:1130,-0.5456,10.2541,4.8889,11.373
17:28:49:1250,-0.3037,10.2176,4.4086,11.132
17:28:49:1409,-0.0989,10.0640,3.9058,10.796
17:28:49:1429,-0.1640,10.0527,4.0456,10.838
17:28:49:1530,-0.1851,10.1145,4.5119,11.077
17:28:49:1630,-0.5812,10.1855,5.0180,11.369
17:28:49:1800,-1.2032,10.0976,4.9461,11.308
17:28:49:1830,-1.4663,10.0992,4.6090,11.198
17:28:49:1940,-3.2181,10.5798,-1.5669,11.169
17:28:49:2030,-5.2827,10.1044,-2.6220,11.700
17:28:49:2150,-4.3689,8.9257,0.7955,9.969
17:28:49:2230,-2.3034,8.1664,2.2854,8.787
17:28:49:2360,-1.3682,7.7132,5.2696,9.441
17:28:49:2440,-0.6615,6.6541,7.3875,9.964
17:28:49:2570,-5.3126,-30.0277,8.1347,31.560
17:28:49:2700,-7.0705,-60.6220,7.5817,61.502
17:28:49:2829,-4.0439,-68.6810,2.4167,68.842
17:28:49:2849,-1.2490,-67.7176,2.4581,67.774
17:28:49:3010,4.9797,-19.2613,-6.7115,20.996
17:28:49:3040,1.6674,-12.4399,-9.9228,16.000
17:28:49:3150,-7.8459,-1.8902,-9.5723,12.520
17:28:49:3270,-12.1271,1.7862,-3.8184,12.839
17:28:49:3430,-11.5887,5.0924,-2.3291,12.871
17:28:49:3459,-10.6425,6.1972,-1.6214,12.422
17:28:49:3540,-6.1513,8.6423,0.8798,10.644
17:28:49:3630,-0.5376,9.9788,1.2941,10.077
17:28:49:3820,3.5535,12.7972,2.8883,13.592
17:28:49:3840,4.1623,13.0031,2.1007,13.814
17:28:49:3940,6.9630,12.7089,0.9562,14.523
17:28:49:4040,8.3510,12.0338,2.6994,14.894
17:28:49:4170,8.7673,12.0397,3.6239,15.328
17:28:49:4240,8.5130,12.3551,2.3092,15.181
17:28:49:4340,7.5371,12.6323,2.3370,14.894
17:28:49:4440,5.4096,12.7108,4.4732,14.520
17:28:49:4550,2.4695,12.4800,5.5395,13.876
17:28:49:4640,0.5015,12.3721,4.7445,13.260
17:28:49:4730,-1.9079,12.5336,3.2145,13.079
17:28:49:4840,-4.4097,12.9804,2.3707,13.913
17:28:49:5010,-1.8945,13.0478,1.9149,13.323
17:28:49:5130,-0.2141,12.5833,1.9400,12.734
17:28:49:5150,2.4028,11.7138,2.1206,12.144
17:28:49:5230,3.3869,11.1514,2.1571,11.852
17:28:49:5400,1.3493,10.4105,0.1182,10.498
17:28:49:5430,1.2155,10.0010,-0.5454,10.089
17:28:49:5550,1.7425,8.3126,-3.9535,9.368
17:28:49:5689,3.6243,5.2497,-11.5150,13.164
17:28:49:5950,12.3647,-2.0410,-20.3845,23.929
17:28:49:5960,12.5017,-2.0952,-20.3520,23.977
17:28:49:5970,12.6006,-5.4761,-0.5872,13.752
17:28:49:6050,7.3987,-4.7427,28.0846,29.427
17:28:49:6150,-1.1160,-3.8943,18.6401,19.075
17:28:49:6250,-23.8185,-11.2771,-16.5824,31.136
17:28:49:6340,-34.9879,-20.0991,4.8954,40.646
17:28:49:6440,-25.0673,-23.3288,12.3801,36.412
17:28:49:6570,-15.0511,-38.0336,0.8463,40.912
17:28:49:6630,-4.3662,-37.4750,-3.8890,37.928
17:28:49:6750,-3.6469,-34.7862,-5.1921,35.360
17:28:49:6860,-10.0816,-26.2049,-4.4213,28.423
17:28:49:7000,-14.6020,-13.1466,-0.1208,19.649
17:28:49:7070,-14.4099,-11.2569,0.1239,18.286
17:28:49:7220,-11.5434,-8.7249,0.0957,14.470
17:28:49:7240,-6.2114,-7.5137,0.3122,9.754
17:28:49:7490,3.2124,-2.4748,1.2645,4.248
17:28:49:7510,5.0403,-1.7313,1.3445,5.496
17:28:49:7530,7.2935,1.9308,3.2736,8.224
17:28:49:7630,6.6190,5.9959,0.0611,8.931
17:28:49:7820,5.7558,8.9235,-1.5038,10.725
17:28:49:7850,5.2382,9.1949,-1.1916,10.649
17:28:49:8060,4.1970,9.8391,-0.3045,10.701
17:28:49:8070,3.7925,10.4545,0.7934,11.149
17:28:49:8149,3.4948,10.5653,1.2737,11.201
17:28:49:8260,2.8299,10.5739,1.1766,11.009
17:28:49:8350,2.1854,10.6332,0.1553,10.857
17:28:49:8440,1.9991,10.6363,-1.2575,10.895
17:28:49:8560,0.9479,10.4548,-0.9789,10.543
17:28:49:8650,-0.1383,10.3969,0.1124,10.398
17:28:49:8740,-0.8825,10.5664,1.4514,10.702
17:28:49:8840,-0.9085,10.7094,2.7323,11.090
17:28:49:9000,-1.3579,10.6540,5.1031,11.891
17:28:49:9070,-1.5277,10.5469,5.4742,11.981
17:28:49:9150,-1.2926,10.4222,5.1038,11.677
17:28:49:9230,-1.0045,10.3158,4.6833,11.374
17:28:49:9400,-0.2905,10.1619,4.5216,11.126
17:28:49:9440,-0.3095,10.1414,4.5309,11.112
17:28:49:9530,0.1015,10.6610,1.6112,10.783
17:28:49:9650,0.4238,11.5511,-1.5528,11.663
17:28:49:9810,-3.8055,9.7983,2.1302,10.725
17:28:49:9830,-4.2972,8.8781,2.5225,10.181
17:28:49:9940,-4.9323,6.6528,4.7589,9.552
17:28:50:0100,-4.1412,5.9926,6.6975,9.895
17:28:50:0260,-4.4085,4.1976,5.1315,7.962
17:28:50:0280,-3.0180,3.2619,4.6599,6.439
17:28:50:0410,-6.9610,-14.2656,5.3272,16.743
17:28:50:0429,-6.2657,-63.0266,2.6361,63.392
17:28:50:0570,4.5951,-68.6479,-16.8953,70.846
17:28:50:0740,4.0402,-68.6943,-1.3993,68.827
17:28:50:0770,3.1029,-40.0250,9.6015,41.277
17:28:50:0830,3.5343,-12.8496,6.9383,15.025
17:28:50:1000,-6.4410,5.8521,-4.8001,9.939
17:28:50:1080,-8.2042,7.8957,-5.7526,12.757
17:28:50:1220,-9.3245,10.9249,-2.2022,14.531
17:28:50:1240,-6.9671,12.8484,1.2777,14.672
17:28:50:1400,-1.6534,13.9084,-4.0510,14.580
17:28:50:1480,0.1993,13.7311,-4.0985,14.331
17:28:50:1550,2.4045,13.6223,0.0013,13.833
17:28:50:1650,4.2191,13.2313,1.5797,13.977
17:28:50:1810,6.5915,12.8693,3.3212,14.836
17:28:50:1830,6.9512,12.8404,3.8614,15.103
17:28:50:1930,7.4722,13.0632,4.4971,15.707
17:28:50:2030,7.4032,13.3230,4.6449,15.934
17:28:50:2150,5.9758,13.4990,5.6961,15.823
17:28:50:2240,3.9437,13.5007,6.7868,15.617
17:28:50:2330,1.0418,13.3516,5.6312,14.528
17:28:50:2440,-2.2532,13.5952,4.0416,14.361
17:28:50:2550,-4.1501,14.0929,1.9882,14.825
17:28:50:2630,-3.3445,14.3356,0.4215,14.727
17:28:50:2740,-0.6815,14.1004,-0.8000,14.140
17:28:50:2839,0.4191,13.3394,-1.7082,13.455
17:28:50:3000,-2.2306,10.8028,-1.6962,11.160
17:28:50:3060,-1.8200,10.0638,-0.8587,10.263
17:28:50:3140,1.7274,8.5139,1.6962,8.851
17:28:50:3230,9.1039,6.8588,-1.2495,11.467
17:28:50:3510,17.8993,-0.3566,-10.2242,20.617
17:28:50:3520,17.5580,-1.7300,-10.1595,20.359
17:28:50:3530,10.0723,-4.9777,8.8145,14.280
17:28:50:3640,-0.9092,-5.0497,19.5963,20.257
17:28:50:3810,-33.4269,-16.7332,0.2143,37.382
17:28:50:3850,-34.7941,-18.4460,3.1441,39.507
17:28:50:3940,-31.4632,-25.0971,-0.6747,40.252
17:28:50:4050,-15.9139,-23.6429,-6.9530,29.336
17:28:50:4150,-5.5529,-20.3665,-1.8289,21.189
17:28:50:4270,-2.1818,-17.5079,1.9202,17.747
17:28:50:4350,-7.4731,-26.0911,-0.4376,27.144
17:28:50:4530,-10.9226,-42.0094,-4.8178,43.673
17:28:50:4560,-9.7610,-33.1209,-5.7167,34.999
17:28:50:4630,-7.4664,-22.2654,-2.6795,23.636
17:28:50:4730,-3.8519,-12.0531,0.9879,12.692
17:28:50:4860,-0.3983,-4.5136,2.2950,5.079
17:28:50:5150,5.1774,3.3465,1.1321,6.268
17:28:50:5160,5.3991,4.7461,1.3257,7.310
17:28:50:5170,3.2443,8.5965,0.9569,9.238
17:28:50:5240,2.0969,10.3712,-1.4836,10.685
17:28:50:5440,2.4416,11.5751,-1.4390,11.917
17:28:50:5460,2.6272,11.7275,-1.0801,12.067
17:28:50:5580,2.8738,11.5466,-0.4980,11.909
17:28:50:5629,2.8469,11.1802,0.6410,11.555
17:28:50:5820,2.3129,10.3339,2.3192,10.841
17:28:50:5840,2.1486,10.2837,2.5934,10.821
17:28:50:5940,2.2318,10.1295,2.8937,10.769
17:28:50:6050,2.4593,10.0538,2.5833,10.668
17:28:50:6160,2.6260,10.0971,1.2841,10.512
17:28:50:6260,2.6572,10.1442,0.2714,10.490
17:28:50:6340,2.7408,10.2328,-0.0850,10.594
17:28:50:6440,2.3587,10.2852,1.0402,10.603
17:28:50:6570,0.9816,10.1488,4.2485,11.046
17:28:50:6640,0.4099,10.1134,4.5671,11.104
17:28:50:6740,0.2373,10.1436,4.6196,11.148
17:28:50:6840,0.3316,10.1224,4.6130,11.129
17:28:50:7010,0.2443,10.0550,4.3214,10.947
17:28:50:7030,0.1074,10.0373,4.2119,10.886
17:28:50:7140,-0.1294,10.0204,4.1218,10.836
17:28:50:7320,-0.6489,10.1343,1.8834,10.328
17:28:50:7420,-6.0828,8.6297,-3.8354,11.233
17:28:50:7440,-6.0664,8.2993,-2.4731,10.573
17:28:50:7540,-5.2896,7.8057,4.4269,10.417
17:28:50:7640,-4.2925,6.9009,6.9813,10.714
17:28:50:7810,-6.9856,-7.5400,5.0725,11.462
17:28:50:7840,-12.0824,-20.1549,6.7344,24.445
17:28:50:7940,-5.2151,-58.2635,4.8984,58.701
17:28:50:8030,6.2680,-65.5512,-4.3399,65.993
17:28:50:8149,6.0753,-63.7289,-1.8703,64.045
17:28:50:8280,6.9811,-44.5435,0.4626,45.090
17:28:50:8370,8.8282,-19.7957,-4.1074,22.061
17:28:50:8440,0.6044,-5.3955,-2.2146,5.863
17:28:50:8570,-6.6414,2.2767,-2.2255,7.365
17:28:50:8720,-10.5731,6.2986,-5.9362,13.664
17:28:50:8750,-12.6399,9.3128,-3.5026,16.086
17:28:50:8860,-10.4981,11.2896,0.9640,15.447
17:28:50:9030,-2.8279,13.0831,3.3116,13.789
17:28:50:9040,-0.8897,13.2309,4.9375,14.150
17:28:50:9140,1.6612,13.4324,6.7029,15.104
17:28:50:9240,4.1336,13.8919,0.6971,14.511
17:28:50:9410,8.4206,13.8434,-0.9539,16.231
17:28:50:9450,9.2534,13.6741,0.2814,16.513
17:28:50:9540,9.9904,13.5094,2.6837,17.015
17:28:50:9660,9.4436,13.3160,3.8344,16.769
17:28:50:9820,5.8686,13.1097,5.0288,15.218
17:28:50:9840,5.1576,13.0507,5.4639,15.059
17:28:50:9950,1.9570,12.7374,5.4234,13.982
17:28:51:0040,-0.3050,12.6003,4.2752,13.309
17:28:51:0150,0.4495,12.4349,3.1825,12.844
17:28:51:0250,2.3666,12.1975,2.0705,12.596
17:28:51:0350,4.6258,11.6002,0.9073,12.521
17:28:51:0429,5.2549,11.0825,0.2495,12.268
17:28:51:0560,1.4189,10.3013,-3.4302,10.950
17:28:51:0660,-1.5196,9.1889,-4.9764,10.560
17:28:51:0740,-1.3523,7.7262,-3.4395,8.565
17:28:51:0880,2.9291,6.6256,-3.2977,7.959
17:28:51:1030,13.5931,2.6139,-5.3281,14.832
17:28:51:1060,14.6377,0.9570,-3.5886,15.101
17:28:51:1200,8.8641,-2.2178,9.5720,13.233
17:28:51:1350,0.6442,-3.1724,19.1655,19.437
17:28:51:1409,-31.4581,-14.2178,-0.2286,34.523
17:28:51:1470,-38.0306,-18.0191,-0.3817,42.085
17:28:51:1530,-39.5124,-27.0956,-1.3292,47.929
17:28:51:1650,-19.7971,-27.4568,-7.1774,34.602
17:28:51:1810,-1.7259,-25.0209,-3.8170,25.369
17:28:51:1850,-0.1719,-28.7229,-2.7297,28.853
17:28:51:1940,7.0601,-35.4974,-0.3974,36.195
17:28:51:2039,0.9392,-31.8702,-0.4011,31.887
17:28:51:2150,-13.9235,-23.7311,-0.1983,27.515
17:28:51:2240,-14.4274,-17.4567,-1.0977,22.674
17:28:51:2350,-9.9828,-12.2521,-0.1246,15.805
17:28:51:2450,-5.8138,-7.7707,0.4471,9.715
17:28:51:2670,-1.8932,-2.8179,-0.5989,3.447
17:28:51:2690,2.0434,0.0018,-1.3163,2.431
17:28:51:2750,2.3462,3.4555,0.9210,4.277
17:28:51:2839,3.3016,8.0910,-2.3107,9.039
17:28:51:3010,5.7408,11.1608,-2.7214,12.842
17:28:51:3040,5.2958,11.3633,-1.5469,12.632
17:28:51:3270,3.3188,11.1225,1.1828,11.667
17:28:51:3290,2.0144,10.9326,1.9670,11.289
17:28:51:3410,0.7957,10.8615,0.8466,10.923
17:28:51:3430,0.4849,10.9400,0.7809,10.979
17:28:51:3540,0.4988,11.0127,0.7710,11.051
17:28:51:3670,0.8123,10.8898,1.2198,10.988
17:28:51:3820,1.4361,10.5452,1.1857,10.708
17:28:51:3840,1.4527,10.5190,1.1228,10.678
17:28:51:3940,1.8344,10.4473,0.6588,10.628
17:28:51:4040,2.0384,10.3816,0.6774,10.602
17:28:51:4170,2.1778,10.3077,1.3089,10.616
17:28:51:4270,2.1262,10.2454,2.0066,10.654
17:28:51:4390,2.0216,10.1607,2.4955,10.656
17:28:51:4440,1.8811,10.1174,3.1481,10.762
17:28:51:4580,1.8031,10.0688,3.4018,10.780
17:28:51:4640,1.6241,10.0072,3.2953,10.660
17:28:51:4740,1.2966,9.9524,3.1550,10.521
17:28:51:4840,0.9261,9.9229,3.3109,10.502
17:28:51:5000,-0.4137,9.7387,-2.1120,9.974
17:28:51:5030,-1.7103,8.7852,-4.7930,10.153
17:28:51:5180,-3.6823,6.8923,-3.7009,8.646
17:28:51:5240,-2.8381,5.8695,2.3999,6.947
17:28:51:5520,-6.6879,4.0114,13.8092,15.859
17:28:51:5550,-7.3687,3.0566,14.4507,16.506
17:28:51:5560,-10.4872,-1.5469,12.9866,16.764
17:28:51:5699,-12.7232,-28.8924,9.0413,32.839
17:28:51:5860,-10.5288,-68.6925,-23.2899,73.293
17:28:51:5880,-8.2676,-68.6875,-18.1075,71.514
17:28:51:5940,2.1843,-52.7868,-1.3086,52.848
17:28:51:6050,9.1211,-24.3981,6.4170,26.826
17:28:51:6150,6.4841,-6.6712,9.2475,13.117
17:28:51:6260,1.7794,0.9945,2.8361,3.493
17:28:51:6410,-3.5396,5.9482,-4.5684,8.293
17:28:51:6610,-6.1921,9.7457,-5.5988,12.832
17:28:51:6640,-3.1016,13.1369,-2.1716,13.672
17:28:51:6660,0.5537,14.0330,-2.8886,14.338
17:28:51:6770,4.2018,14.2034,-2.6830,15.053
17:28:51:6929,6.3258,14.3631,-2.1519,15.841
17:28:51:7000,7.8461,14.0067,-0.8241,16.076
17:28:51:7030,8.1624,13.8818,0.2034,16.105
17:28:51:7170,7.8857,13.7665,3.8531,16.326
17:28:51:7320,6.7155,13.5530,5.6583,16.149
17:28:51:7410,2.5755,12.8883,7.9033,15.336
17:28:51:7440,1.2229,12.7974,8.3030,15.304
17:28:51:7540,-2.4044,12.6731,8.3582,15.370
17:28:51:7650,-5.9530,12.3099,5.7056,14.816
17:28:51:7830,-8.1776,10.7539,-0.6812,13.527
17:28:51:7860,-7.7746,10.6166,-1.0475,13.201
17:28:51:7940,-4.9345,9.6429,-1.0372,10.882
17:28:51:8050,-2.9392,9.3235,-1.2245,9.852
17:28:51:8189,-1.4816,9.4431,-2.5250,9.886
17:28:51:8360,-0.4369,9.2740,-2.3114,9.568
17:28:51:8380,0.4405,8.6242,-0.1895,8.638
17:28:51:8440,2.8597,8.2907,3.5951,9.478
17:28:51:8550,8.8380,8.5494,2.6034,12.569
17:28:51:8680,15.9557,7.2908,-2.2138,17.682
17:28:51:8830,24.2699,1.8733,-14.4857,28.326
17:28:51:8850,21.1891,-3.6362,-12.5355,24.887
