time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:30:36:7890,-9.7963,0.3109,14.7684,17.725
17:30:36:8000,-24.3710,-5.3913,5.3238,25.522
17:30:36:8090,-31.9074,-13.7724,-7.9054,35.641
17:30:36:8189,-25.0369,-18.7562,2.3779,31.373
17:30:36:8280,-19.0740,-23.3436,3.4513,30.342
17:30:36:8410,-3.5818,-31.5096,-1.0807,31.731
17:30:36:8490,3.0348,-32.3147,-3.7128,32.669
17:30:36:8590,2.3703,-31.2830,-1.8647,31.428
17:30:36:8680,-8.1747,-27.9624,-1.5916,29.176
17:30:36:8860,-11.2230,-17.0695,1.7153,20.500
17:30:36:8890,-10.2865,-15.2187,1.7958,18.457
17:30:36:8990,-6.7017,-9.8899,0.8188,11.975
17:30:36:9080,-4.5854,-6.7124,-0.8008,8.168
17:30:36:9260,-2.5981,-2.2697,-0.9585,3.580
17:30:36:9280,-2.5757,-0.6547,-0.8271,2.783
17:30:36:9370,-0.5869,3.5405,-1.1427,3.766
17:30:36:9480,0.6586,6.9645,-0.0728,6.996
17:30:36:9660,2.1242,10.6394,-0.7534,10.875
17:30:36:9680,2.0913,10.9837,-0.7842,11.208
17:30:36:9770,1.9792,11.5343,-0.4940,11.713
17:30:36:9880,1.4908,11.6532,-0.9443,11.786
17:30:37:0000,0.8306,11.5515,-1.3721,11.662
17:30:37:0080,0.5378,11.3678,-1.3176,11.457
17:30:37:0190,1.0522,11.1337,-1.3076,11.260
17:30:37:0280,1.8049,10.8397,-1.1193,11.046
17:30:37:0410,2.2881,10.2819,-0.9905,10.580
17:30:37:0480,2.3536,10.0109,-0.9495,10.328
17:30:37:0590,2.0759,9.6758,-0.9181,9.938
17:30:37:0680,1.1568,9.3935,-0.1667,9.466
17:30:37:0850,0.3832,9.1993,0.6066,9.227
17:30:37:0880,0.3583,9.1224,0.7897,9.164
17:30:37:0980,0.3215,9.1501,1.2824,9.245
17:30:37:1080,-0.4763,9.5709,2.2210,9.837
17:30:37:1270,-0.9294,10.1430,4.9765,11.336
17:30:37:1300,-0.7313,10.1669,4.8983,11.309
17:30:37:1380,-0.0453,10.2940,4.4138,11.200
17:30:37:1480,0.2460,10.3830,4.2392,11.218
17:30:37:1680,0.6013,10.2558,3.5184,10.859
17:30:37:1710,0.6110,10.2334,3.5358,10.844
17:30:37:1790,0.8001,10.1203,3.4679,10.728
17:30:37:1880,1.2532,10.0529,1.7633,10.283
17:30:37:2000,2.3474,7.6038,-4.1376,8.969
17:30:37:2070,1.0787,6.8264,-0.6279,6.940
17:30:37:2180,-1.0527,6.3466,7.0635,9.554
17:30:37:2270,-7.5353,-3.7537,10.7537,13.657
17:30:37:2400,-12.9333,-50.4400,7.2446,52.573
17:30:37:2480,-14.5248,-67.9335,-9.8377,70.162
17:30:37:2580,-9.7667,-67.9858,-25.6707,73.324
17:30:37:2680,0.3027,-47.5225,-13.0761,49.290
17:30:37:2839,4.5912,-15.8122,7.4373,18.067
17:30:37:2870,4.7823,-11.5119,8.0616,14.845
17:30:37:2980,4.1935,-1.9920,1.8160,4.985
17:30:37:3140,-1.7621,1.5060,-2.3063,3.270
17:30:37:3230,-7.4717,3.5375,-0.6456,8.292
17:30:37:3260,-7.2981,3.5773,-0.2937,8.133
17:30:37:3370,-6.3622,5.5259,-0.5688,8.446
17:30:37:3540,-4.0769,7.8108,-3.1440,9.355
17:30:37:3630,1.0946,9.3694,-1.9728,9.637
17:30:37:3650,1.6757,9.6167,-1.6291,9.897
17:30:37:3770,3.8607,10.7375,-1.0667,11.460
17:30:37:3860,6.2655,11.5999,-0.9740,13.220
17:30:37:3980,7.2951,11.4915,0.4536,13.619
17:30:37:4069,6.3794,11.2789,2.2544,13.153
17:30:37:4160,4.8544,11.0911,3.9471,12.734
17:30:37:4250,3.6059,10.9975,4.6959,12.490
17:30:37:4380,1.3888,10.9235,4.5325,11.908
17:30:37:4460,1.2767,10.9390,4.4973,11.896
17:30:37:4560,-4.1651,11.5596,2.6348,12.566
17:30:37:4660,-7.0262,12.2748,0.4802,14.152
17:30:37:4820,-3.5455,11.7183,1.1461,12.296
17:30:37:4860,-2.3530,11.5925,1.0380,11.874
17:30:37:4960,-0.4042,11.1626,0.2166,11.172
17:30:37:5060,1.5009,10.7294,0.4866,10.845
17:30:37:5230,4.2555,9.3192,1.3372,10.332
17:30:37:5250,4.8810,8.8561,1.3636,10.204
17:30:37:5360,5.5335,8.0288,-0.0865,9.751
17:30:37:5460,5.8106,7.9160,0.1778,9.821
17:30:37:5629,3.0317,5.6709,-4.7880,8.017
17:30:37:5659,3.5554,5.4031,-5.8201,8.701
17:30:37:5760,5.1889,4.8577,-9.3268,11.727
17:30:37:5850,5.3609,4.7641,-9.2077,11.671
17:30:37:5970,9.1934,3.6129,-9.7353,13.869
17:30:37:6050,7.3338,2.9976,0.2298,7.926
17:30:37:6160,2.7444,2.0261,15.8887,16.251
17:30:37:6260,-4.0946,0.7793,16.1949,16.723
17:30:37:6380,-27.4340,-9.8275,-9.6387,30.694
17:30:37:6460,-35.7656,-14.8198,0.6581,38.720
17:30:37:6560,-36.0300,-30.3817,5.4094,47.439
17:30:37:6660,-21.7809,-35.1126,2.5301,41.397
17:30:37:6820,-2.4614,-33.5318,-3.4430,33.798
17:30:37:6860,-3.3453,-32.7319,-3.2645,33.064
17:30:37:6959,-11.3862,-26.1085,-1.8161,28.541
17:30:37:7060,-13.3543,-18.4683,-1.4375,22.836
17:30:37:7260,-9.0380,-10.6384,-2.1151,14.119
17:30:37:7280,-8.2037,-9.8299,-2.2457,12.999
17:30:37:7360,-4.4101,-7.2661,-1.9722,8.726
17:30:37:7450,-1.4426,-4.5341,-1.2319,4.915
17:30:37:7630,0.6250,1.3929,1.1702,1.924
17:30:37:7650,0.3856,2.5034,1.4282,2.908
17:30:37:7770,1.6997,5.8696,-0.0657,6.111
17:30:37:7860,1.5504,5.9173,-0.1211,6.118
17:30:37:7970,2.8647,10.2068,1.0595,10.654
17:30:37:8060,2.4672,10.8952,0.7822,11.198
17:30:37:8159,2.4107,10.8021,0.3966,11.075
17:30:37:8260,1.6095,10.4020,0.3502,10.532
17:30:37:8380,1.0833,10.0011,-0.0287,10.060
17:30:37:8470,1.3250,10.0216,-0.0909,10.109
17:30:37:8560,2.2780,10.1222,-0.1878,10.377
17:30:37:8660,2.5233,10.1205,-0.0111,10.430
17:30:37:8820,2.4673,9.9954,-0.4762,10.306
17:30:37:8860,2.3493,9.9724,-0.5266,10.259
17:30:37:8960,2.0223,9.9018,-0.5758,10.123
17:30:37:9060,1.5482,9.8749,-0.0629,9.996
17:30:37:9230,0.7274,10.0479,1.3668,10.166
17:30:37:9260,0.4605,10.0787,1.9092,10.268
17:30:37:9370,-0.3762,10.1591,3.8287,10.863
17:30:37:9460,-1.3468,10.1836,5.1202,11.478
17:30:37:9640,-0.6010,10.1340,5.2687,11.438
17:30:37:9660,-0.6056,10.0773,5.2446,11.377
17:30:37:9760,-0.1284,9.9273,4.5466,10.920
17:30:37:9860,0.0747,9.8236,4.1253,10.655
17:30:37:9970,0.2146,9.8335,4.1086,10.659
17:30:38:0050,0.0744,9.8379,4.0783,10.650
17:30:38:0160,2.5197,10.6673,-4.2163,11.744
17:30:38:0290,-0.0705,7.9588,-1.0107,8.023
17:30:38:0390,-2.1726,7.3886,7.9669,11.081
17:30:38:0490,-4.3305,6.0714,12.0882,14.203
17:30:38:0560,-7.6045,1.4268,11.8036,14.113
17:30:38:0680,-12.5401,-30.6784,-5.5009,33.596
17:30:38:0840,-14.1469,-68.7883,-24.4286,74.355
17:30:38:0880,-6.6532,-68.7292,-18.2250,71.415
17:30:38:0970,4.2025,-48.4385,3.2131,48.727
17:30:38:1080,4.3864,-26.1413,6.9998,27.415
17:30:38:1240,2.5652,-4.6763,3.2640,6.253
17:30:38:1270,1.5458,-1.3226,2.7456,3.417
17:30:38:1380,-4.4011,3.9798,1.2560,6.065
17:30:38:1470,-9.4798,6.1640,-1.4208,11.397
17:30:38:1640,-7.0186,7.0857,-3.4802,10.563
17:30:38:1660,-5.2462,6.9240,-3.6057,9.406
17:30:38:1760,-2.4476,6.8322,-3.6786,8.136
17:30:38:1860,-0.6091,8.1691,-3.7543,9.011
17:30:38:1970,1.8543,10.0935,-1.8921,10.435
17:30:38:2170,3.5014,11.5793,-1.9915,12.260
17:30:38:2190,5.0787,11.8031,-0.7029,12.869
17:30:38:2250,5.4306,11.3741,1.2990,12.671
17:30:38:2380,4.8057,11.2697,2.9649,12.605
17:30:38:2460,3.7120,11.2664,3.9256,12.495
17:30:38:2560,2.3313,11.2468,4.5394,12.350
17:30:38:2660,0.1707,11.3260,4.8618,12.327
17:30:38:2819,-4.3748,11.8141,2.3788,12.821
17:30:38:2859,-5.6147,12.0897,1.0757,13.373
17:30:38:2960,-6.7953,12.6002,-1.4480,14.389
17:30:38:3060,-3.6223,11.6705,-1.0598,12.266
17:30:38:3230,1.0690,10.3283,-0.3432,10.389
17:30:38:3260,1.9903,10.1291,0.1052,10.323
17:30:38:3360,3.7359,9.6257,1.1371,10.388
17:30:38:3449,4.0422,9.5694,1.2677,10.465
17:30:38:3630,5.0623,7.6061,0.4658,9.149
17:30:38:3650,4.9880,7.3801,0.7992,8.943
17:30:38:3760,3.9496,7.0009,1.5628,8.189
17:30:38:3860,3.9173,6.7893,-0.1366,7.840
17:30:38:3970,5.0334,6.5466,-3.5330,8.982
17:30:38:4060,6.5972,5.5592,-8.3824,12.029
17:30:38:4150,7.9130,3.4571,-13.1077,15.696
17:30:38:4250,4.5831,2.2220,-1.4432,5.294
17:30:38:4380,-1.9938,2.3090,17.1985,17.467
17:30:38:4460,-11.1412,-0.0448,12.9260,17.065
17:30:38:4560,-34.6482,-9.6320,-12.8673,38.195
17:30:38:4660,-39.4652,-18.1342,-0.2474,43.433
17:30:38:4820,-19.7571,-32.2336,1.7134,37.846
17:30:38:4850,-10.0917,-29.8844,0.3130,31.544
17:30:38:4960,5.6077,-25.1984,-3.6304,26.069
17:30:38:5050,7.5039,-24.4398,-2.7258,25.711
17:30:38:5220,-8.8842,-24.3753,-1.4465,25.984
17:30:38:5250,-11.7771,-23.5224,-1.4040,26.343
17:30:38:5360,-12.4377,-19.6460,-0.8869,23.269
17:30:38:5460,-10.0912,-14.9031,-0.7077,18.012
17:30:38:5629,-6.1547,-8.7209,0.1544,10.675
17:30:38:5659,-5.6775,-7.0838,0.1563,9.080
17:30:38:5760,-4.5950,-2.8617,0.2151,5.418
17:30:38:5850,-1.8425,1.7586,0.7561,2.657
17:30:38:5960,-2.4304,6.7488,2.5065,7.598
17:30:38:6050,-1.0331,9.5886,0.6346,9.665
17:30:38:6160,1.2922,11.2583,-0.7488,11.357
17:30:38:6250,2.7723,11.8646,0.2402,12.187
17:30:38:6380,3.2274,11.5477,0.2727,11.993
17:30:38:6450,3.3597,11.2353,-0.1529,11.728
17:30:38:6550,2.9368,10.9084,-0.7192,11.320
17:30:38:6660,2.2938,10.6883,-1.5539,11.042
17:30:38:6820,1.7021,10.1016,-1.9340,10.425
17:30:38:6860,1.5280,9.9794,-1.8165,10.258
17:30:38:6959,1.5685,9.6909,-1.5641,9.941
17:30:38:7060,1.7349,9.5354,-1.4512,9.800
17:30:38:7220,1.3836,9.5780,-1.3370,9.769
17:30:38:7260,1.1515,9.5699,-1.1619,9.709
17:30:38:7360,0.7794,9.4876,-0.8918,9.561
17:30:38:7460,0.4464,9.3973,-0.1942,9.410
17:30:38:7630,-0.4411,9.9657,2.1499,10.205
17:30:38:7650,-0.6949,10.0380,2.7089,10.420
17:30:38:7760,-1.2519,9.9036,5.0372,11.181
17:30:38:7860,-1.0135,9.9306,5.4587,11.377
17:30:38:7970,-0.5285,10.0389,4.9953,11.225
17:30:38:8060,-0.2180,10.0345,5.0510,11.236
17:30:38:8159,0.2292,9.9448,4.8088,11.049
17:30:38:8260,0.1273,9.9589,4.7636,11.040
17:30:38:8380,-0.1291,9.8067,4.5782,10.823
17:30:38:8450,-0.1961,9.6066,5.1356,10.895
17:30:38:8560,-0.1669,8.8746,5.6465,10.520
17:30:38:8670,-0.9796,8.2807,5.7099,10.106
17:30:38:8830,-8.1632,-3.2340,0.7508,8.813
17:30:38:8870,-19.9207,-16.4890,-1.2936,25.892
17:30:38:8970,-31.3201,-57.3893,5.2217,65.588
17:30:38:9070,1.1976,-51.9751,-4.5088,52.184
17:30:38:9250,-6.9875,-48.4045,-11.1003,50.150
17:30:38:9290,-2.7094,-45.5447,-13.6657,47.628
17:30:38:9370,6.9995,-31.0829,-15.8296,35.577
17:30:38:9480,10.4110,-15.2684,-6.1520,19.477
17:30:38:9680,0.6100,-3.9189,0.6834,4.025
17:30:38:9700,0.4600,-3.9180,0.7266,4.011
17:30:38:9780,-7.8708,-0.3061,-5.6668,9.703
17:30:38:9870,-10.7839,1.5202,-6.3709,12.617
17:30:38:9980,-4.9454,1.6642,-3.0007,6.019
17:30:39:0070,-2.3047,3.2969,-0.9797,4.140
17:30:39:0170,-1.3535,4.9002,1.9067,5.429
17:30:39:0290,-1.1632,7.5144,1.3399,7.721
17:30:39:0400,2.2945,9.4622,2.6299,10.085
17:30:39:0470,4.2373,10.2995,3.0322,11.542
17:30:39:0570,5.4079,10.9498,1.8896,12.358
17:30:39:0670,5.7523,11.3985,0.9592,12.804
17:30:39:0830,5.1187,11.4495,1.2372,12.602
17:30:39:0859,4.8702,11.4046,1.4600,12.487
17:30:39:0970,3.5394,11.1945,2.2752,11.959
17:30:39:1060,2.3078,11.0536,2.7086,11.612
17:30:39:1220,0.6424,11.1178,1.9653,11.308
17:30:39:1250,0.0667,11.2089,1.3898,11.295
17:30:39:1360,-2.6873,11.6032,0.4366,11.918
17:30:39:1470,-5.9303,12.3748,0.5740,13.734
17:30:39:1650,-7.2294,13.5432,-0.9412,15.381
17:30:39:1670,-6.9636,13.6265,-0.9855,15.334
17:30:39:1770,-3.1782,13.4342,-1.2374,13.860
17:30:39:1870,0.8189,12.6441,-0.0530,12.671
17:30:39:1990,3.7079,11.5915,2.2731,12.381
17:30:39:2080,4.2528,10.7624,3.0159,11.959
17:30:39:2180,3.2125,9.6591,3.1250,10.648
17:30:39:2280,1.8956,8.0083,2.8846,8.721
17:30:39:2400,2.3862,6.4608,2.5347,7.339
17:30:39:2470,3.3091,5.6900,1.6395,6.783
17:30:39:2580,4.8492,4.5666,-3.8440,7.691
17:30:39:2680,6.1028,2.2456,-13.5152,14.998
17:30:39:2849,1.5761,-0.6625,0.1046,1.713
17:30:39:2870,-0.2476,-1.2046,5.2743,5.416
17:30:39:2980,-2.6076,-1.7680,10.7367,11.189
17:30:39:3070,-7.1732,-4.7293,-0.3636,8.600
17:30:39:3230,-25.6686,-18.0305,-8.6460,32.538
17:30:39:3270,-24.5531,-19.0453,-8.1438,32.123
17:30:39:3370,-14.1352,-16.2168,-1.2199,21.547
17:30:39:3469,-10.6139,-14.5070,7.3817,19.432
17:30:39:3650,-15.5524,-30.3849,-2.6649,34.238
17:30:39:3690,-16.9265,-31.9521,-4.9646,36.498
17:30:39:3780,-20.2171,-35.7991,-7.8211,41.851
17:30:39:3860,-16.7785,-31.6942,-5.4162,36.268
17:30:39:3980,-16.8626,-31.6439,-5.5396,36.282
17:30:39:4060,-12.2159,-20.0316,-1.7989,23.531
17:30:39:4170,-6.1364,-8.3998,-0.9486,10.446
17:30:39:4270,-1.4982,-5.2076,-0.2838,5.426
17:30:39:4400,0.8427,-0.7372,3.3625,3.544
17:30:39:4480,2.1371,2.8167,3.9736,5.319
17:30:39:4580,0.7584,6.5168,3.5972,7.482
17:30:39:4680,0.5608,6.5745,3.5079,7.473
17:30:39:4840,1.7230,10.1300,0.9910,10.323
17:30:39:4870,1.4971,10.4319,0.6947,10.562
17:30:39:4970,1.3504,10.8494,-0.0180,10.933
17:30:39:5080,1.4194,10.8309,-0.1923,10.925
17:30:39:5240,0.5158,10.1562,-0.1779,10.171
17:30:39:5270,0.1692,10.2893,-0.4215,10.299
17:30:39:5370,0.0393,10.4578,-0.9044,10.497
17:30:39:5480,-0.1201,10.5820,-0.6776,10.604
17:30:39:5669,-0.1997,10.5785,-0.1563,10.582
17:30:39:5689,-0.2994,10.5778,-0.0985,10.583
17:30:39:5770,-0.1423,10.5067,-0.8071,10.539
17:30:39:5880,-0.0390,10.4774,-0.9566,10.521
17:30:39:5990,-0.3079,10.4266,-0.4125,10.439
17:30:39:6080,-0.6244,10.4155,0.1870,10.436
17:30:39:6180,-1.0934,10.3984,1.6188,10.580
17:30:39:6280,-1.7803,10.2586,3.9137,11.123
17:30:39:6400,-1.4583,10.2132,4.4316,11.228
17:30:39:6480,-1.1684,10.1678,4.5022,11.181
17:30:39:6580,-0.6114,9.9714,3.9056,10.726
17:30:39:6680,-0.2670,9.8544,3.3052,10.397
17:30:39:6840,0.0558,9.8173,3.6647,10.479
17:30:39:6870,0.0898,9.8200,3.9892,10.600
17:30:39:6979,0.0863,9.7955,5.0194,11.007
17:30:39:7080,0.3047,9.6553,4.7733,10.775
17:30:39:7250,-0.3256,6.6963,3.6539,7.635
17:30:39:7270,-1.4589,6.7140,7.6567,10.287
17:30:39:7380,-2.6599,6.2694,10.1913,12.257
17:30:39:7480,-5.8212,-1.5850,8.3887,10.333
17:30:39:7660,-21.5919,-66.6709,5.2132,70.274
17:30:39:7700,-20.9047,-67.6358,2.2653,70.829
17:30:39:7760,-5.5461,-68.6208,-14.1330,70.280
17:30:39:7870,7.6184,-50.0826,-16.6893,53.337
17:30:39:8000,7.5119,-20.1036,-7.8138,22.839
17:30:39:8070,3.5659,-7.3119,0.2740,8.140
17:30:39:8169,-2.5413,-0.5634,-0.2001,2.611
17:30:39:8270,-6.9698,1.5554,-4.3317,8.352
17:30:39:8390,-8.7376,1.6832,-5.7464,10.592
17:30:39:8460,-8.3245,2.4849,-4.1080,9.610
17:30:39:8570,-6.2094,4.5621,-2.3307,8.050
17:30:39:8680,-2.5794,6.1985,-1.5143,6.882
17:30:39:8850,2.0273,9.5121,1.1328,9.792
17:30:39:8870,2.7788,10.3751,0.2373,10.743
17:30:39:8980,3.7043,11.9686,1.3496,12.601
17:30:39:9080,5.0075,11.9166,-0.0588,12.926
17:30:39:9240,4.7396,11.5084,0.7817,12.471
17:30:39:9270,4.5535,11.4460,1.1728,12.374
17:30:39:9380,3.4864,11.3374,3.3537,12.326
17:30:39:9470,2.5404,11.2505,4.1760,12.267
17:30:39:9650,0.4641,11.6270,1.6711,11.756
17:30:39:9680,-0.0197,11.7555,0.9280,11.792
17:30:39:9770,-1.6934,12.2348,-0.0941,12.352
17:30:39:9880,-2.9708,12.8285,1.5175,13.255
17:30:39:9990,-2.9013,13.1587,0.2329,13.477
17:30:40:0080,-1.3748,13.1885,0.6908,13.278
17:30:40:0180,0.9600,12.7506,1.8966,12.927
17:30:40:0280,3.5186,11.8257,2.5308,12.595
17:30:40:0390,4.8969,10.9167,2.2192,12.169
17:30:40:0480,4.8506,9.8952,2.0727,11.213
17:30:40:0570,3.4845,8.2743,1.3816,9.084
17:30:40:0680,3.2152,7.1513,-0.7253,7.874
17:30:40:0840,3.9336,5.6539,-6.8556,9.718
17:30:40:0869,4.1829,5.3150,-8.2724,10.685
17:30:40:0970,5.6346,3.5872,-17.3808,18.620
17:30:40:1070,4.6918,1.8179,-13.0881,14.022
17:30:40:1260,-4.8206,2.1831,21.0547,21.710
17:30:40:1290,-4.7013,2.1136,21.1756,21.794
17:30:40:1370,-28.8546,-7.7607,-7.0517,30.701
17:30:40:1480,-37.4999,-17.1505,-8.4476,42.092
17:30:40:1660,-11.3059,-14.2026,1.3192,18.201
17:30:40:1680,-8.8352,-13.3319,1.0858,16.031
17:30:40:1780,-5.4540,-12.1169,1.9610,13.432
17:30:40:1880,-8.7770,-26.6176,-3.2164,28.211
17:30:40:1990,-8.5507,-41.1656,-8.7494,42.945
17:30:40:2080,-10.2969,-40.5190,-4.7580,42.077
17:30:40:2170,-13.4568,-31.0134,0.2269,33.808
17:30:40:2250,-11.7608,-21.3364,0.8677,24.379
17:30:40:2380,-9.2279,-11.8227,1.0682,15.036
17:30:40:2460,-7.3916,-6.6683,1.3868,10.051
17:30:40:2540,-5.3951,-2.2224,1.5701,6.042
17:30:40:2640,-2.4082,1.7450,1.9315,3.546
17:30:40:2819,-0.4295,8.5325,0.0705,8.544
17:30:40:2849,0.4724,9.4094,-0.6972,9.447
17:30:40:2960,2.7849,11.3905,-0.2879,11.730
17:30:40:3060,3.8626,12.0302,-0.1213,12.636
17:30:40:3220,4.9894,11.3895,-1.2778,12.500
17:30:40:3260,4.9890,11.2596,-1.4317,12.398
17:30:40:3350,4.5802,10.6142,-1.8100,11.701
17:30:40:3449,3.4792,9.7397,-2.2013,10.574
17:30:40:3630,2.8331,8.9638,-2.1736,9.649
17:30:40:3650,2.5241,8.9462,-2.0666,9.522
17:30:40:3750,1.9541,8.8145,-1.7667,9.200
17:30:40:3860,1.3945,8.8628,-1.5857,9.111
17:30:40:3970,0.8889,9.1627,-1.3924,9.310
17:30:40:4050,0.7136,9.4174,-1.1984,9.520
17:30:40:4150,0.5478,9.6030,-0.6973,9.644
17:30:40:4270,0.3046,9.8091,0.0728,9.814
17:30:40:4390,-0.0295,10.1663,1.3098,10.250
17:30:40:4460,-0.4156,10.2720,2.4880,10.577
17:30:40:4540,-0.8701,10.0805,4.2687,10.982
17:30:40:4640,-0.7736,10.0950,4.5289,11.091
17:30:40:4810,-0.3119,10.1321,4.8228,11.226
17:30:40:4830,-0.3602,10.1210,4.8221,11.217
17:30:40:4940,-0.1128,10.0175,4.7934,11.106
17:30:40:5040,-0.2216,9.9624,4.6757,11.007
17:30:40:5220,-0.3319,9.9241,4.7749,11.018
17:30:40:5240,-0.4639,9.9562,4.7245,11.030
17:30:40:5350,-0.3369,9.7483,4.2274,10.631
17:30:40:5440,-0.5319,9.0020,3.5826,9.703
17:30:40:5629,-1.9890,6.5076,-1.8458,7.051
17:30:40:5639,-2.9393,5.7522,-2.4275,6.901
17:30:40:5760,-29.4139,-30.3290,-0.2862,42.251
17:30:40:5850,-33.9293,-68.3048,8.0438,76.691
17:30:40:5960,11.6916,-52.1283,-18.3679,56.493
17:30:40:6040,2.8848,-48.5674,-16.3941,51.341
17:30:40:6150,4.0025,-37.7664,-12.7022,40.046
17:30:40:6250,9.8877,-19.4602,-1.3348,21.869
17:30:40:6370,5.6093,-6.9946,3.4100,9.593
17:30:40:6450,1.6769,-4.3382,1.7858,4.982
17:30:40:6580,-5.4104,-1.0178,-4.7282,7.257
17:30:40:6640,-5.6070,-1.0067,-5.0037,7.582
17:30:40:6810,-5.2493,3.6033,-1.4657,6.534
17:30:40:6850,-2.0720,3.5862,-0.8818,4.235
17:30:40:6949,-1.8886,5.2701,1.8558,5.898
17:30:40:7050,-1.3252,7.7860,0.0276,7.898
17:30:40:7230,2.2460,10.5639,-2.3169,11.046
17:30:40:7250,3.1001,10.6646,-1.7478,11.243
17:30:40:7350,4.7308,10.9054,0.5976,11.902
17:30:40:7450,4.7997,10.9534,2.2405,12.167
17:30:40:7640,3.8955,11.0157,2.4158,11.931
17:30:40:7660,3.7068,11.0253,2.4012,11.877
17:30:40:7760,2.8171,11.0282,2.2009,11.593
17:30:40:7860,1.7430,11.1119,1.8732,11.403
17:30:40:7970,-0.3313,11.3798,0.6790,11.405
17:30:40:8050,-4.0150,12.2488,-0.4588,12.898
17:30:40:8159,-6.0782,13.0144,-0.6349,14.378
17:30:40:8250,-5.9483,13.4228,-0.4658,14.689
17:30:40:8360,-3.3655,13.0435,-1.2748,13.531
17:30:40:8440,-0.6804,12.1084,-0.8905,12.160
17:30:40:8550,1.4281,11.2087,0.4550,11.308
17:30:40:8650,3.5694,10.1301,2.8084,11.102
17:30:40:8810,5.4015,8.8335,4.1711,11.163
17:30:40:8840,5.5958,8.5844,4.2306,11.086
17:30:40:8950,5.5078,8.1891,3.7264,10.549
17:30:40:9040,5.6606,7.8189,2.1024,9.879
17:30:40:9210,4.9934,6.5388,-6.4366,10.446
17:30:40:9300,5.0341,5.9272,-8.9665,11.869
17:30:40:9370,3.0758,3.5768,-14.9278,15.655
17:30:40:9420,-0.4061,-0.1039,-18.0180,18.023
17:30:40:9610,-7.3157,-1.6759,17.4784,19.022
17:30:40:9630,-7.1721,-1.7870,21.9779,23.188
17:30:40:9730,-7.0267,-3.4693,17.4829,19.159
17:30:40:9830,-18.7676,-9.8595,-11.9659,24.344
17:30:40:9950,-28.3458,-13.9336,0.5434,31.590
17:30:41:0040,-21.9782,-15.0084,-2.2138,26.706
17:30:41:0140,-15.7223,-21.9337,-9.9141,28.750
17:30:41:0250,-10.7727,-38.4846,-8.3754,40.832
17:30:41:0370,-1.4124,-40.9021,-4.3501,41.157
17:30:41:0440,-3.7314,-34.0787,-2.8184,34.398
17:30:41:0550,-3.7997,-34.0309,-2.8822,34.363
17:30:41:0670,-9.7697,-13.3026,2.3348,16.669
17:30:41:0800,-7.7393,-3.3045,1.8316,8.612
17:30:41:0840,-7.0838,-1.5265,1.4819,7.396
17:30:41:0970,-3.4305,1.3234,0.6466,3.733
17:30:41:1040,-1.5742,3.9060,0.9042,4.307
17:30:41:1220,4.0218,6.8710,0.3642,7.970
17:30:41:1250,3.3445,8.0345,1.7094,8.869
17:30:41:1350,2.5043,9.9208,0.1273,10.233
17:30:41:1450,2.8656,10.6341,-2.4393,11.280
17:30:41:1640,0.8766,11.3474,-3.3330,11.859
17:30:41:1680,0.6619,11.4012,-3.4388,11.927
17:30:41:1739,-0.7819,11.2287,-4.2490,12.031
17:30:41:1840,-1.2079,10.6705,-4.3620,11.591
17:30:41:1960,-0.1603,10.0008,-3.5685,10.620
17:30:41:2039,0.5178,9.2259,-3.0640,9.735
17:30:41:2150,1.4573,9.0314,-2.5559,9.499
17:30:41:2240,2.1304,9.5786,-2.3421,10.088
17:30:41:2360,2.4543,9.7598,-2.4341,10.354
17:30:41:2440,2.3590,9.7415,-2.1053,10.242
17:30:41:2550,2.4227,9.5910,-1.8205,10.058
17:30:41:2650,1.6923,9.8141,1.1428,10.024
17:30:41:2810,0.6066,9.9232,6.3261,11.784
17:30:41:2839,0.7389,10.0157,6.2467,11.827
17:30:41:2940,1.1650,10.0849,5.5999,11.594
17:30:41:3040,1.2202,9.9524,4.9485,11.181
17:30:41:3210,1.1115,9.7864,4.2816,10.740
17:30:41:3220,0.9566,9.7856,4.3222,10.740
17:30:41:3350,0.6934,9.7393,5.1608,11.044
17:30:41:3430,0.1093,9.7453,6.1215,11.509
17:30:41:3650,-2.1130,8.9172,5.0966,10.486
17:30:41:3690,-2.2656,8.9622,4.8731,10.450
17:30:41:3740,-4.8212,5.2531,-8.6047,11.175
17:30:41:3850,-5.3019,6.1577,4.9799,9.530
17:30:41:3960,-11.7744,-11.2840,6.9490,17.727
17:30:41:4040,-22.2754,-49.5818,-1.0533,54.366
17:30:41:4140,-21.6993,-68.5354,-28.5984,77.368
17:30:41:4230,-0.2693,-48.7485,-14.1988,50.775
17:30:41:4360,7.8665,-25.6140,2.7720,26.938
17:30:41:4440,6.1584,-17.7970,8.9494,20.851
17:30:41:4540,4.9193,-13.2011,5.7442,15.214
17:30:41:4650,2.7655,-10.2892,-0.5113,10.667
17:30:41:4810,-5.2755,-4.4277,-5.2659,8.670
17:30:41:4840,-6.9913,-3.3000,-5.8541,9.697
17:30:41:4960,-7.4692,-0.4398,-4.6207,8.794
17:30:41:5040,-6.4214,1.9994,-2.8002,7.285
17:30:41:5230,-5.4746,4.8407,-3.2457,7.996
17:30:41:5260,-5.0394,5.4966,-2.0478,7.733
17:30:41:5340,-3.5708,8.0289,-1.9659,9.004
